text,price
Patagonia lightweight Women/Coats & Jackets/Windbreaker patagonia Excellent condition Windbreaker/rain jacket RED Small,63
"Brand new Hunter refined rain boots Women/Shoes/Boots Hunter Boots US size 8, euro 39",139
Kate Spade Purse! Women/Women's Handbags/Shoulder Bag Kate Spade Not sure on authenticity but it is brown stripes kate spade New York and comes with matching wallet and change holder!,14
Michael Kors purse Women/Women's Handbags/Satchel Michael Kors Has multiple defects like tarnish on the squares and a few stains inside no rips at all,52
"Women's Size 6 Ripped Cropped Jeans Women/Jeans/Slim, Skinny American Eagle No description yet",12
Vs full coverage unlined 36d Women/Underwear/Bras Victoria's Secret Verry very soft and comfey older style but i love it there are a few short strings.,10
Merona tote bag beach beige cream silver Women/Women's Handbags/Totes & Shoppers Merona New with tags Retail 29.99,16
"3 CHINA GLAZE POLISHES for JJ19 Beauty/Makeup/Nails NA GAMER GLAM HIGH DEF VIRTUAL VIOLET Beautiful glitter polishes, amazing with top coat! You can also bundle with other polishes on my listings so save on shipping. These two are not sold separately because they have been used, hence the price.",10
"VS PINK LS Campus V Neck Tee Women/Athletic Apparel/Shirts & Tops PINK BNIP / [rm] / SMALL (Oversized) VS PINK Long Sleeve Campus V Neck Tee Oversized fit! Beautiful Color! Also avail, EUC RARE VS PINK Long Sleeve Varsity Crew, HOODIES & Sweatshirts if interested. Thx so much! Price is firm Bundle and Save Please chk out my other listings Thank you! Adding lots of new items! ~~~ Lots of VS PINK, Boutique Clothing, High end makeup, Shoes, Boots, etc & so much more to list!!! So please don't forget to follow! ~~~",31
Beverly Hills Princess Flats Kids/Girls 2T-5T/Shoes NA Super cute cheetah print flats My daughter only tried them on Size 7c. No box.,8
Bath and body candles Beauty/Fragrance/Candles & Home Scents Bath & Body Works Four candles Honeysuckle Pumpkin marshmallow Prosecco punch Wine cellar,24
Cafe dn creampuff squishy Kids/Toys/Hobbies NA - small - reproduce -some defects -comes with tag but no packaging -really squishy,9
LTS heart macaron squishy Kids/Toys/Hobbies NA SOME defects shown. There are cracks @ the back and all around the cream. No free shipping. Price firm. pepper.dang.hoang,4
LC Lauren Conrad Sweater Women/Sweaters/Other NA Never Worn 3/4 bell sleeves Gray with black lace detail Lightweight & Perfect for a chilly night,7
"70 'handmade with love' stickers Other/Office supplies/Shipping Supplies NA ""1.5"""" Inch Round Kraft Paper Hand Made With Love thank you stickers With Red Heart You will receive 7 strips with 5 on each""",6
Toddler pageant dress Kids/Girls 0-24 Mos/Dresses NA Beautiful dress in size 12-18 months . Laces up in the back.,66
Palm tree black white triangle bikini Women/Swimwear/Two-Piece NA Questions just ask,25
WAX WARMER FULL SIZE & melts Home/Home Décor/Home Fragrance NA ALL BLACK WARMER IS ELECTRIC HAS TURN ON AND OFF BUTTON. USES BULB. IN GREAT CONDITION AND WORKS GREAT WARMS UP FAST . WILL add some melts to get you started.,14
"Moonstone & Sandalwood bracelet Women/Jewelry/Bracelets NA From Function & Fringe. Amazingly fragrant hand crafted Sandalwood beads with large moonstone gemstones and accented with gold faceted beads as well as rhinestone spacers. Not only do these smell amazing but when they catch the light they SPARKLE! Each bracelet is slightly different so they can be mixed and matched! Made with love in California. Roll on/off wrist instead of stretching Remove when showering, swimming, etc. Listing is for all 3 bracelets.",44
WWE Erasers Vintage & Collectibles/Toy/Action Figure WWE Unused WWE Smackdown and Raw stickers,5
Biggest Loser Cardio Sculpt New Sealed Electronics/Media/DVD NA New,7
"SOLDAbalone watch bumblebee jasper.... Women/Women's Accessories/Watches NA Never worn, still in the box",25
Mac Toledo shadow palette Beauty/Makeup/Makeup Palettes MAC No description yet,20
Pacsun Tshirt Men/Tops/T-shirts On the Byas On The Byas short sleeve frocket/graphic tee. My mom bought this from pacsun but ive never worn it because i don't wear this style. Material is very comfortable and soft though. Size: Large,11
Janie and Jack wool suit trouser & hat Kids/Boys 0-24 Mos/Bottoms NA My boy wore it only once and still in a good condition. It is wool suit trouser and hat. It is good for dress up or down. It is for baby boy.,17
Ladys lunch cold or hot purse Kids/Feeding/Storage & Containers NA Really cute great for teachers or the office now u can bring your hot or cold lunch in this cute bag and it will stay warm or cold until lunch time.it also has 2 pockets in the front for snacks.ect,8
BCBG PINK ZIP UP JACKET SIZE LARGE Women/Athletic Apparel/Jackets BCBGMAXAZRIA Jacket is in very good condition it just has some wrinkles on it from being folded and put away it is a large but I think it's more of a petite large I am in very good condition free shipping.,9
LORAC Beauty And The Beast Eye Shadow. Beauty/Makeup/Makeup Palettes Lorac LORAC Beauty And The Beast Eye Shadow palette. New in box,49
Pink and white Mossi Oak socks new Women/Women's Accessories/Other NA New without tags,4
"Two Story Standing White Birdhouse Home/Home Décor/Home Décor Accents NA ""Give the birds a grand home to call their own with this gorgeous white birdhouse. Its most charming features include a front staircase, multiple entrances, two separate floors, a turned pedestal stand, and top decorative finial. Item weight: 2.80lbs Item dimensions: 6.63"""" W x 27.25"""" H x 6.63""""L Materials: Wood""",40
Fendi Bangle Women/Jewelry/Bracelets Fendi Bracelet,39
"Handkerchief Hem Long Sleeve Tunic Top Women/Tops & Blouses/Tunic NA Nwot. Size medium, could also fit a small. Perferct tunic to wear over your favorite shorts or leggings or wear it as a mini dress. Features long sleeve, handkerchief hem line and soft and comfortable fabric for comfort Feminine flair lined tunic top with unique unbalanced hem line. 95% Rayon / 5% Spandex",20
"Reserved Listing for MKM Beauty/Makeup/Face NA 1- UD Naked Skin consealer Light Neutral 3- Stila Lipsticks Perla, Patina, Angelo 1- Free gift Brand new in the box and Authentic. Please do not lowball me my prices are extremely fair and FIRM unless you bundle. All of my products are 100 % authentic and brand new in the box unless stated in the description. Sorry I do not offer free shipping THANK YOU!",54
"Black leggings, Lane Bryant Women/Pants/Capris, Cropped Lane Bryant Lane Bryant, Capri leggings. Black. Never worn, still with tags and hanger. Size C/D. For weight between 195-300lbs.",21
Like New unisex Toms Kids/Girls 2T-5T/Shoes NA Size 8 Looks new overall. Soles looks like it's been worn once? Or tried on. For girls or boys. Looks very neutral. Excellent condition Check out my listings to bundle and save:) Tags Old Navy Carter's Gap Gymboree Keds Vans Zara,23
Infamous 1-2 PS3 Electronics/Video Games & Consoles/Games NA Pre owned cases Infamous 1 and 2 for PS3,6
"Colourpop Ultra Satin Bundle Beauty/Makeup/Lips ColourPop Cosmetics Colourpop Ultra Satin Bundle (4) New, authentic with boxes",24
"King flannel sheet set Home/Bedding/Sheets & Pillowcases NA King size flannel winter sheets. Includes flat and fitted sheet and two pillow cases <U+274C>sorry I don't offer free shipping <U+274C>price is already at the lowest, please do not ask <U+274C>I do bundle & will combine on shipping to save you money!",18
"Cronus Max Plus Electronics/Video Games & Consoles/Accessories Sony Used three times, good as new. Selling it because I don't use it no more, and also because I'm selling my ps4",35
Taupe colored hoodie Women/Sweaters/Hooded NA No description yet,8
Coach metallic silver flip-flops size 6B Women/Shoes/Sandals Coach Gorgeous coach metallic silver flip-flops size 6 to be in really good condition if you have another questions please feel free to ask,14
"Lilly Pulitzer YGR Adie short size 0 Women/Athletic Apparel/Shorts Lilly Pulitzer You gotta regatta Adie short! Great condition! Worn twice for a very short time. Beautiful, vibrant colors and great print placement. Bought these for [rm] online from the website.",44
Tiffany & Co Key Sunglasses Women/Women's Accessories/Sunglasses Tiffany & Co. If you're a lover and collector of Tiffany & Co. as I am then a pair sunglasses is a must-have. I bought these sunglasses wore them very little. Although they feel very good on my face but I'm not used to a large frame. These are like new sunglasses with case and paperwork. Replaced lens with polarized lens. Frame: Acetate Lens: Brown Gradient Frame Color: Havana and Tiffany Blue with Key Polarized Lens Model TF4056 Size: 58mm Condition: Like New 100% Tiffany & Co Authentic Sunglasses Made in Italy *Tiffany & Co Blue hard case *Original Tiffany & Co Lens cloth NO OFFERS PLEASE AND NO SCAMMERS. Your comments and ridiculous offers will be deleted,179
Faded Glory Shorts Men/Shorts/Casual Shorts Faded Glory Medium Blue Faded Glory Shorts.,7
Victoria's Secret pink jogging set Women/Athletic Apparel/Tracksuits & Sweats PINK Victoria's Secret pink jogging set size small in great condition,31
"Nike air huarache run ultra print Women/Shoes/Athletic Nike Nike huarache sneakers, like new w/box, worn only twice. Hard to find print. Smoke-free, pet-free home. Bought for [rm], selling for [rm].",70
"New men's Ralph Lauren Polo M underwear Men/Other/Other Polo Ralph Lauren New in package of 3, size M",26
Bundle hold Electronics/Video Games & Consoles/Games NA Super Mario cart and donkey kong country Super Nintendo games,38
"Zootopia- DVD - Disney movie - brand new Electronics/Media/DVD NA Description From Walt Disney Animation Studios comes a comedy-adventure set in the modern mammal metropolis of ZOOTOPIA. Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case -- even if it means partnering with scam-artist fox Nick Wilde to solve the mystery. Bring home this hilarious adventure full of action and heart. It's big fun for all shapes and species!",12
"Mannequin head Beauty/Tools & Accessories/Hair Styling Tools NA 2 Mannequin heads, great for holding and styling wigs",11
"LuLaRoe T and Legging Bundle Women/Athletic Apparel/Pants, Tights, Leggings LuLaRoe Updated Small and One size",37
"PINK bra panties bundle! Women/Underwear/Bras Victoria's Secret 2 boy shorts & 2 panties all new from Victoria's secret PINK collection! 3 of them still have tags, though they're all unworn. I got the bra from someone else on here but I decided to add it to this bundle(: Size 34C, maroon color with black convertible straps! Wear criss cross or regular. Has some padding. It is preowned & shows basic signs of wear, still lots of life left! Awesome deal, you won't regret buying!",29
"Vintage Barbie Outfit for FirstAm Kids/Toys/Dolls & Accessories Barbie Strap of the jumpsuit was cut cleanly to make it look like it's strapless. Beautiful long yellow coat. Very vintage. Very chic. Doll NOT included. Only the pantsuit, coat, shoes and purse.",10
"DSi ONLY!!! Electronics/Video Games & Consoles/Consoles Nintendo The dsi is in full working condition but it has paint rubbing off, slightly scratched screens and nail polish on the top but works perfect. No chargers or games included",14
"SET OF 3 Nightmare Before Christmas Vintage & Collectibles/Toy/Action Figure NA ""New Set of Nightmare Before Christmas water globes. Each order is for a set of 3 includes 1 of each. Lock Shock and Barrel water globes in gift boxes. Westland Giftware Sparkler Globes feature fully licensed character figurines with a sparkle filled acrylic globe and resin base. Lights inside the globe change colors 7 times. Westland Giftware is a leading manufacturer of quality collectible gift and home decor items. Measures 4"""" tall - Officially licensed Nightmare Before Christmas product & design - Makes a great collector's gift Batteries included""",20
odd future t-shirt Men/Tops/T-shirts NA light blue with embroiled donuts no tags no flaws men small can be worn by women retails for 25$ @ zummiez,10
Injustice 2 (Ps4) Electronics/Video Games & Consoles/Games Sony Sealed never opened received this copy as a gift when i already bought one from preorder. Price is firm i will ship out ASAP and handle with care,50
"Beats solo pink Electronics/TV, Audio & Surveillance/Headphones Beats Perfect condition. Rather have Bluetooth headphones as these get in the way when working out.",47
It Works Cleanse Other/Other/Other NA New in box It Works Cleanse,24
Off the shoulder crop top Women/Athletic Apparel/Shirts & Tops NA Adorable crop top with lace trim along the bottom. Size small never used. Looks great with high waisted shorts or jeans!,13
Dior ADDICTED 2 Beauty/Fragrance/Women NA Barely.used addicted 2 dior,21
"Oreck Cord-Free Steam Iron Home/Home Appliances/Irons & Ironing Boards NA Brand new cord or cordless steam iron with stand, spray nozzle, burst button and user manual.",35
Freya #1581 Black Nursing Bra sz 38 DDD Kids/Feeding/Breastfeeding NA Freya #1581 Black Nursing Bra sz 38 DDD. Contour cups and underwire. Preowned with some fuzzies.,9
Nine West Purse Women/Women's Handbags/Messenger & Crossbody Nine West Bought this purse and only wore it for about 3 occasions. Practically new & I'm very good condition. The purse closes with a button and has a pocket in the inside.,15
Nike Huaraches Women/Shoes/Athletic Nike Size 4 in good conditions only worn twice White.,51
Nike shirt Women/Athletic Apparel/Shirts & Tops Nike Women's size small Nike dri-fit shirt no holes or stains.,8
Lularoe carly Women/Dresses/Knee-Length NA Grey with light grey tie dye Carly. This Carly has no pocket. Size medium.,24
"Warm Winter Ski Jacket 18 Mo Kids/Girls 0-24 Mos/Coats & Jackets NA Like new condition. Very cozy! Worn once, as we did not get any snow last year.",9
"(27×31) Miss Me skinny denim! Women/Jeans/Slim, Skinny Miss Me Miss Me skinny denim in awesome like new condition! Size 27×31.",38
"Rare Pikachu Holographic Promo XY95 Vintage & Collectibles/Trading Cards/Animation Pokemon Great condition, and free shipping!",4
Wet N Wild Illuminating Face Palette Beauty/Makeup/Face Wet n Wild Used a few times. In amazing condition!! *Please read bio for more info*,5
"magnetic pipe Handmade/Glass/Bowls NA ""Magnetic Metal Foldable Hookah Pipe with screen. approx 2 3/4"""" long when put together. <U+2605><U+2605>FREE SHIPPING (a [rm] to [rm] value)<U+2605><U+2605> <U+2728><U+2728>Do a search for LuluBelle90 to see all of our listings.<U+2728><U+2728> <U+2728>See our other listings for other types of hookah pipes, water tobacco pipes, collectible pipes, smoking pipes, bowl, one hitter, tobacco, weed, 420, shatter, wax, dab<U+2728> Item Number: 114""",11
Marc by Marc Jacobs xl tote Women/Women's Handbags/Totes & Shoppers MARC BY MARC JACOBS In good used condition it's xl great for the summer,46
"White furry case Electronics/Cell Phones & Accessories/Cases, Covers & Skins Apple Brand new White furry case for iPhone 6/6s",13
"LEGO Bigfoot Minifigure Series 14 Kids/Toys/Building Toys LEGO Comes with everything in the picture! *Free Shipping!* *10% Off when you buy 2 or more posts! (Message me before you buy please!) In Great Condition! 100% Lego! If you have any questions, please feel free to ask me!",6
Victoria's Secret open back top Women/Tops & Blouses/Blouse PINK No description yet,12
(S) VS PINK full zip hoodie! Women/Sweaters/Hooded PINK Victoria's secret pink full zip hoodie in excellent like new condition! size small.,37
Iphone 6s Plus Deal Electronics/Cell Phones & Accessories/Cell Phones & Smartphones NA Buy One Get One Free 128gb Storage All Colors Avalible All Unlocked All Brand New,350
"Ocean Pacific Bikini Set <U+274C>MEDIUM<U+274C> Women/Swimwear/Two-Piece Ocean Pacific ""NEW! COMES FROM A PET FREE/ SMOKE FREE HOME! <U+274C>DOES HAVE A SMALL STAIN INSIDE THE BRA... BUT NOT NOTICEABLE WHEN WORN!<U+274C> Both are """"MEDIUM"""" BOTT ARE NEW! Top is padded :)""",8
Jenna Earrings Women/Jewelry/Earrings NA These pretty earrings can be worn with anything!,6
"3x Genji Shuriken - Overwatch 3D Printed Electronics/Video Games & Consoles/Accessories NA This is a set of 3 Shurikens used by Genji in Blizzard's Overwatch. They're printed 1 to 1 scale and are double sided, printed in high quality grey PLA in the highest possible quality. While these models don't have the green that the in-game models do, they can easily be painted with acrylic paints. Looking for a single (lower quality) shuriken? I sell one of those as well! Check out my profile page. Be sure to check out my other 3D Printed items!",25
Thirty-one caddy Handmade/Bags and Purses/Tote NA New thirty-one caddy with I <U+2764><U+FE0F><U+FE0F>thirty-one embroidered on it,10
Bath & body works coconut colada spray Beauty/Fragrance/Women Bath & Body Works Brand new bath & body works poolside coconut colada fragrance mist limited edition.,13
"Maroon muscle T Women/Tops & Blouses/Tank, Cami NA ""Says """"Los Angeles,California""""""",4
"Beautiful tapestry FREE SHIPPING Home/Home Décor/Tapestries NA ""BRAND NEW TAPESTRY! Size 60"""" by 50"""" standard tapestry size :) Beautiful high quality fabric Can be used as beach towel , bed throw , wall hanging etc FREE SHIPPING ON EVERYTHING! HAPPY SHOPPING :)""",15
"New Skip Hop Double Bottle Bag black Kids/Feeding/Storage & Containers Skip Hop Never used New with tags The Double bottle bag is insulated to keep two bottles or sippy cups cold for up to four hours. It also makes a great bag for baby’s snacks Product Features: •Holds two large bottles or sippy cups •Insulated wipeable lining keeps bottles warm or cold •Two-way zippers allow single or double bottle access •Includes freezer pack •Easy-open strap to attach to stroller •Adjustable strap •Interior mesh pocket for storage •BPA-free, Phthalate-free •Size (inches): 6.75l x 3.5w x 9h; (cm): 17l x 9w x 23h Tags: Carter's gymboree Childrens place",13
"New Coach Signature Small Black Purse Handmade/Bags and Purses/Purse NA This purse is new with tags. It has no defects. Please note, this purse is small and it can only be used as a handbag. Made out of black patent leather. Please check out my other Coach and Michael Kors items.",65
"5 American Eagle Camisole Tank Women/Tops & Blouses/Tank, Cami American Eagle Size Large (XL-black) All in great condition Built in bra/Adjustable straps",14
Mud pie free shipping Kids/Girls 0-24 Mos/One-Pieces NA Size 12-18 month. Never worn or washed. Smoke free one dog home.,13
Disney's Pixar Cars Nintendo DS Electronics/Video Games & Consoles/Games Nintendo Disney's Pixar cars Nintendo DS game,12
Hollister pea coat Women/Coats & Jackets/Peacoat Hollister Like new Size L Dark Blue,18
Xbox One Elite Controller Electronics/Video Games & Consoles/Accessories Xbox It works great and comes with all the paddles. Only issue is the right thumbstick drifts upwards by itself. You can't notice it unless you dont move it. While playing it doesnt affect it you play normally. Comes with original box as well. Reasonable offers will be taken into consideration.,80
Gray thirty one handbag Women/Women's Handbags/Shoulder Bag Independent Like new,23
"<U+2728>NARS<U+2728>SALE ITEM<U+2728> Beauty/Makeup/Makeup Sets Nars Nars, med/dark5, New Guinea Sheer glow 75/80%+ full This has been a shade that hasn't moved and it is now on sale! :) I'm basically selling it for less than I paid to move it along Which I obviously can't do often ;) I hope it finds its way to someone who will <U+2764><U+FE0F> it",13
Jordan retro 12s infant shoes Kids/Girls 0-24 Mos/Shoes Nike In excellent condition infant size 1c,48
rain jacket Women/Coats & Jackets/Raincoat NA size large but fits like a medium/small black and pink zine rain hoodie. no flaws,14
LulaRoe floral dipped maxi Women/Skirts/Maxi LuLaRoe XS BNWT floral dipped maxi GORGEOUS!,74
"©APPLE-LIKE NEON GREEN SMARTWATCH W/ CAM Men/Men's Accessories/Watches NA Functions: Bluetooth: this smart watch can connect Smartphone by using Bluetooth Phonebook: the mobile phone contacts will be displayed in the machine when they connect. Dialer: watch is connected to the phone dial. Call log : open this function will see the following menu Missed calls, Dialed calls, Received calls and All calls. Music: music can be played in the mobile phone. Missed calls, Dialed calls, Received calls and All calls. SIM Card: Single SIM Card (Micro SIM Card) can be used as a phone Camera: photos can be taken in the watch. Anti lost: watch will shake alarm after keep away from the mobile phone for a certain distance Pedometer, Sedentary reminder,Recording and so on . These functions can be realized on this smart watch. Sleep Monitor: This item can monitor sleep quality, you can see that it's good or bad on this item. This item can be used as a Video Camera, ,Alarm Clockand a Radio. The watch wrist size fits for 16CM(0.52FT) to 23CM(0.75FT)",35
Cute tan booties! Women/Shoes/Boots Wet Seal Comfortable tan zip up booties with a 3 inch heel. Worn only a couple times and are in great condition. These will go with any outfit!,20
Men's Adidas shirt Men/Tops/T-shirts Adidas Size M it has minimal wash wear and there are a couple very faint marks on the back up top ( see picture 3 ),9
"PINK Sherpa Sweater Women/Coats & Jackets/Fleece Jacket PINK Sherpa Sweater New with tags. Size small. Rare and hard to find. No longer sold online. Best deal is when bundle with other items. Price is firm. No free shipping. #PINK Sherpa, PINK Sherpa pullover, PINK Sherpa boyfriend , PINK Sherpa quarter zip",106
Black polish Beauty/Makeup/Nails Sally Hansen 2 sally hansen hard as nails nail polish in color black heart,4
"The Balm For Keona's Mercantile Beauty/Makeup/Makeup Palettes NA Balm Jovi Rockstar palette theBalm Swatched a few of the colors on the top of hand for review and didn't used after that Includes 8 eye shadows, Blush, Luminizer and 2 lip/cheek colors Retails for [rm]",13
"VICTORIA SPORT WORKOUT LEGGING - LARGE Women/Athletic Apparel/Pants, Tights, Leggings Victoria's Secret ""VICTORIA SPORT/ VSX KNOCKOUT POCKET TIGHT in """"Cadette Green"""" size LARGE Worn a few times, but just too big on me now Has mesh detailing on legs and pockets, which fit my Samsung S7 Edge perfectly.""",32
Pink VS limited edition Palm leave crew Women/Sweaters/Crewneck PINK Limited edition rare pink Victoria's Secret palm leaf fern leaf crew neck sweatshirt,22
Armitron Watch Water Resistant (330 Ft) Men/Men's Accessories/Watches NA It tells time,14
Bundle for connie Kids/Girls 2T-5T/Coats & Jackets Cherokee Cherokee brand pink zip-up Peacoat with black polka-dot lined inside size 3T Bundled with.. Chaps 2T plaid dress Gymboree 2T dress Genuine kids 2T dress Gap 2T 3-piece outfit,31
Converse toddler size 7 Kids/Boys 0-24 Mos/Shoes NA Grey converse toddler size 7 Obviously worn but most of it's just dirt that would come off in a wash cycle,10
Younique Splurge bundle Alyssa Beauty/Makeup/Eyes NA Younique Splurge in Assertive used 1 time for color swatch Foundation and Blush brush Lavish and lovesick glosses,44
"Jeffree Star Deceased liquid lip Beauty/Makeup/Lips Jeffree Star Cosmetics Limited edition holiday collection lipstick in the shade Deceased from jstar cosmetics! Authentic, purchased from his site the day it launched. Never used, only swatched on back of hand.",18
NYX 4 Micro Eyebrow Pencil ASH BROWN NEW Beauty/Makeup/Eyes NYX 4 BRAND NEW NYX Micro Eyebrow Pencil Color ASH BROWN,24
"""8"""" Pokemon Pikachu Magikarp Plusg Doll"" Kids/Toys/Stuffed Animals & Plush Pokemon ""This Pikachu is new. This pokemon plush doll stands 8"""" tall. Its made of cotton. The hood does come off completely. Feel free to contact me with any questions.""",10
Bundle of Crochet Corset tops Women/Tops & Blouses/Knit Top NA White and brown Corset Crochet tops. It's New without tag. Can snug fit size M as well.,16
"Adidas Track Pants Women/Athletic Apparel/Tracksuits & Sweats Adidas New! No Rips, or Damages of any type. Washed and clean. Selling Price [rm]",23
Chanel Mademoiselle Velvet Body Oil Beauty/Fragrance/Women Chanel Chanel Mademoiselle Velvet Body Oil. Size: 200 ml / 6.8 FL. OZ. Used only once. Bought from chanel website I have the receipt.,31
NEW women's caps Women/Women's Accessories/Hats NA Brand new never worn women's caps with tags,14
6 pack bundle for Natalia Kids/Toys/Dolls & Accessories NA 3 scented num noms sets: 8 pack Diner 4 pack brunch bunch 4 pack pizza party 2 day shipping! Bundle and save!,41
"Faux Fur Pocket Sweater Coat Women/Sweaters/Cardigan NA ""NWT Faux fur sweater coat with pockets. Rose taupe color with a hint of grey. Super soft and fuzzy. Dolman/batwing style sleeves for a relaxed fit. 60% Cotton, 40% Acrylic. | One size fits most. 31"""" length, 31"""" underarm to underarm, 53"""" sleeve to sleeve.""",35
"Halloween T-Shirt Women/Tops & Blouses/T-Shirts NA ""Grey t-shirt that says """"you say witch like it's a bad thing."""" It's made out of thing material. It says XXL but it's shrunk.""",4
"Ovo Drake Size XL Maroon Ovoxo New Men/Sweats & Hoodies/Hoodie Gildan New, without tags, unworn. Please check out my feedbacks from buyers if you'd like to see my ratings. ***See my listings for other sizes. SIZE CHART: S. M. L. XL. Body length: 26. 27. 28. 29. Body width: 20. 22. 24. 26. *Body Length/Width Tolerance: 1'",24
ASIA(RESERVED) Beauty/Fragrance/Women NA No description yet,29
"Tobi purple bodycon dress Women/Dresses/Above Knee, Mini Tobi Never worn size small fits like 0-2",10
"OS Colorful LulaRoe Leggings Women/Athletic Apparel/Pants, Tights, Leggings LuLaRoe Os Colorful paisley and flower LulaRoe Leggings. Made in China. Super soft.Never worn/tried on. Never washed. Brand new. Been stored away since I received them. Got these in a mystery, will never wear them. Very cute though!!! I ship super fast!! Sometimes same day!!! I always message the person when I dropped off and the tracking number in the comments. I also give the buyer expected delivery day. I am very honest and reliable.",75
Ultra boost uncaged grey Men/Shoes/Athletic Adidas Ultra boost Grey uncaged Size 9 Color: Grey & black. White bottom. Orange on the inside New!! Just a little dirty on top at the bottom of the shoe Sold out everywhere!!!,126
"<U+2661>Cute sequin black dress<U+2661> Women/Dresses/Above Knee, Mini NA Really cute sequined in front plain in black form fitting black dress! Size small. Great condition, no flaws(: Selling because it no longer fits me. I do bundles so check out my store! Thanks for shopping with me<U+2661>",10
"Jordan ae midi short and tank Women/Other/Other American Eagle American eagle hunter Green shorts. Midi, super stretch, twill x. Size 10 Cream ae tank size med.",14
iPhone pink usb wristband charger glow Electronics/Cell Phones & Accessories/Cables & Adapters NA iPhone pink usb wristband charger cable cord wrapped up in light blue glow in the dark survival paracord handwoven high quality brand new fast and free shipping enjoy your product! Charges and syncs phone!,10
2T Old Navy & Carters Leggings Kids/Girls 2T-5T/Bottoms NA Excellent condition! Black pair is Old Navy & Grey is Carters.,7
"VS Pink Campus Tank XS Women/Tops & Blouses/Tank, Cami PINK This's a excellent condition VS Pink logo Campus tank in size XS (Extra Small) ! Please see pictures for details and condition! Bought it and only wore once, like new condition! Item has been washed!!! Item sold as shown in pictures! Please refer to pics for details! All sales are final!! PRICES ARE FIRM! Please do not negotiate! NO HOLD at this time! Free Shipping is included ! Item will ship out the next business day once payment is made! Thank you for looking!",14
Chunky Sweater Women/Sweaters/Crewneck H&M In good condition. Size large (can wear oversized or regular),15
Rainbow Tutu Handmade/Clothing/Costume NA Worn once. Make me an offer this skirt is sheer and is very short M/L,12
Jordan 11 Low Men/Shoes/Athletic NA Great condition worn a couple times no box that y the price will be lower but very comfortable and a great shoe. These shoes are reps,35
Lululemon long sleeve tee Women/Athletic Apparel/Shirts & Tops Lululemon New without tag attached,42
Eye shadow Beauty/Makeup/Eyes NA No description yet,10
T-Shirt Women/Tops & Blouses/T-Shirts Polo Ralph Lauren No description yet,16
Estée Lauder eye cream travel Beauty/Skin Care/Eyes Estee Lauder Brand new Estée Lauder Advanced Night Repair Eye Cream Synchronized Complex II Size:3ml Value:[rm],11
Black Fur Slides Women/Shoes/Slippers NA Brand new slides. It doesn't look cheap and are comfy. Only selling one. Only showing my opened slide so that you can see it better and I don't have to open the one am selling.,14
"FOREVER 21 Cropped flannel Women/Tops & Blouses/Button Down Shirt FOREVER 21 green, blue , black",13
Reserved for RV Women/Women's Accessories/Wallets Patricia Nash Throw and iPhone 6 case,34
"Newborn White, Pink And Black Booties Kids/Girls 0-24 Mos/Shoes NA Bought for my niece but she never wore them. In perfect condition! Item will not come with tracking info (with cheapest shipping)",3
"Lululemon In The Flow Crop II Women/Athletic Apparel/Pants, Tights, Leggings Lululemon Bought these off poshmark and wore them a couple times. I have these same pair in 2 different colors and I'm trying to downsize! I love these and they are great for any activity. They are a size 6 but I took the tag out because it was itchy. Very minimal wear. No holes or stains",35
"Ralph Lauren Thermal Men/Sweaters/Crewneck Ralph Lauren Sleepwear Thermal Nice quality, fits snug Mint condition",14
New LuLaRoe TC Butterflies Women/Jeans/Leggings NA BNWT; TC; No Smoking; No Pets; FREE SHIPPING Butterfly leggings; HTF Unicorn Print,25
"American apparel Striped two piece Women/Dresses/Above Knee, Mini American Apparel Reserved",41
Hot pink flats Women/Shoes/Flats Xhilaration Hot pink flats size 7.5,8
"Lush UK Kitchen Exclusive 2 Roller Bombs Beauty/Bath & Body/Bathing Accessories Lush NEW! NEVER USED!! Wrapped In Plastic Wrap To Try To Preserve Freshness. 2 -- Roller Bath Bombs. Yummy Mummy Scent. Purchased From Lush UK April 2017. --- This Last Batch Of Rollers All Cracked for Me Not Sure Why, Even Being Cracked Will Work The Same Way --- **Both Bombs Are Cracked Tried To Show In The Pictures** The Notourious Roller Bomb Is Always An Instant Sell Out! One Of Everyones Favorite. Now Is Your Chance To Try One! Part of My Lush De-Stash! I Have Too Many Items & Would Like to Clear Some Out! My Loss, Is Your Gain! All Of My Lush Items Will Be Wrapped in Bubble Wrap & Shipped With Packing Peanuts To Insure Safe Shipping! I Try To Ship Right Away! Please Feel Free To Message Me With Any Questions! :)",20
"FreeShip OS Owl LuLaRoe Leggings Women/Athletic Apparel/Pants, Tights, Leggings NA Gorgeous new HTF unicorn print: silver owls! Background is a beautiful cranberry or wine burgundy. There are faint symbols like Celtic knots on either side of the owls. NWT, so never washed or worn. Smoke-free home. Size OS.",67
